Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type
3329,342,12,366,122,1591,195,222,166,2813,1
3123,280,14,560,-25,6161,179,241,201,1516,1
3138,176,9,400,44,2274,225,245,153,959,2
2604,54,15,268,-15,1095,228,207,109,201,2
3288,113,11,60,0,5881,239,229,119,485,1
3111,70,5,283,16,4374,225,230,140,1595,1
2578,56,9,541,73,1231,226,222,130,1557,2
2695,134,33,42,22,1477,250,204,54,1566,2
3221,164,9,242,19,2568,228,243,147,1284,2
2929,349,12,685,134,3009,197,219,160,1486,2
3162,291,18,0,0,4353,167,234,206,3383,1
3152,38,3,42,0,5024,219,233,150,2799,1
3007,270,6,283,-21,2401,205,242,176,1300,2
2619,108,16,42,10,1230,246,220,98,524,5
2621,98,8,277,69,2737,234,228,126,845,3
2506,62,14,272,110,888,231,211,110,1249,3
2639,184,17,258,47,2871,222,249,155,1974,2
3308,17,13,319,43,1919,208,212,139,2529,1
3152,126,10,270,0,3007,238,233,125,1019,2
3308,136,21,787,-39,1316,247,226,97,2607,1
3191,54,2,258,-22,2507,220,234,150,2462,1
3115,9,7,256,22,1471,212,225,151,1269,2
2690,159,6,60,-3,785,226,241,149,1423,1
2989,297,4,331,29,2014,208,238,169,886,2
2964,113,6,150,19,3467,231,234,136,2415,2
2940,23,19,268,23,601,206,197,122,175,2
3124,79,5,240,9,4457,226,231,139,1731,1
3221,355,10,42,7,1381,203,222,157,552,1
3087,84,7,0,0,1684,230,228,131,339,1
3203,323,18,295,12,3945,172,218,185,1622,1
3052,100,7,661,-18,1489,231,231,133,1153,2
3362,90,2,541,71,2053,223,235,148,2844,2
2962,185,15,426,56,5723,221,249,157,2671,2
3109,29,7,0,0,3866,218,224,142,1638,2
3224,270,1,283,11,6112,216,238,160,997,1
3001,4,10,603,25,5468,207,220,151,1614,2
2872,221,27,180,62,1744,177,253,200,999,2
2467,340,25,234,103,792,158,194,169,1471,2
2795,317,10,190,31,1600,194,231,178,1452,1
3305,161,16,446,26,4051,234,242,133,2012,7
3003,0,2,85,-2,5285,216,235,156,2469,1
3384,54,7,175,-12,2210,224,225,136,3549,7
3084,318,14,120,24,1350,183,227,184,2430,1
2865,88,25,150,63,150,247,190,57,997,2
3050,32,7,212,24,2836,219,224,142,1159,1
3071,38,19,510,-34,2118,216,194,106,1626,2
2999,129,7,228,36,4033,231,236,137,1248,2
3071,299,7,108,13,3673,200,237,177,300,1
2931,276,2,361,11,1129,213,239,164,272,2
3067,172,21,170,26,5945,229,244,137,2285,2
2590,85,13,175,-44,1006,238,217,108,1025,2
3066,252,16,390,-3,2539,182,249,204,2160,1
3362,225,1,417,123,3235,217,240,160,3304,7
2821,68,14,127,19,2001,234,210,105,2640,2
3212,346,19,484,135,3200,180,206,163,1722,1
2722,79,9,424,76,2457,232,224,124,2206,2
3246,10,13,362,48,750,206,214,145,1396,2
3399,105,20,212,37,2501,249,212,82,2001,7
3268,171,22,150,30,1733,229,243,134,2698,1
2396,40,11,255,64,300,221,216,129,537,3
3207,115,20,350,103,2797,250,216,85,1632,1
3245,278,19,182,27,4141,166,240,212,1806,1
2892,40,16,150,0,351,220,204,114,553,2
3064,115,15,192,35,509,244,225,106,1275,1
3083,37,22,361,27,4759,213,185,98,3223,1
3037,326,14,295,32,335,183,223,179,1284,2
3218,111,11,0,0,4402,240,228,117,2037,1
3333,303,8,591,-6,3542,198,236,178,1504,1
3332,96,10,342,47,1753,236,226,121,1907,1
3148,139,4,350,-15,1027,227,238,146,1277,2
3133,332,6,67,1,1458,207,233,165,1168,1
2936,183,13,228,14,4765,223,248,156,390,2
3201,176,18,0,0,2649,226,247,146,2703,7
2823,21,7,216,57,2268,215,224,146,551,2
3174,0,0,30,0,5042,218,237,156,2379,1
3313,68,8,0,0,2919,229,223,127,1848,7
2999,103,10,430,-20,1654,237,227,120,990,2
2826,163,9,85,7,2827,229,243,146,4146,2
2332,111,3,108,59,1048,225,236,145,816,3
3306,13,9,600,45,3693,212,222,148,3927,1
2962,110,9,30,0,1947,236,230,126,2609,1
3241,345,15,30,9,3550,190,216,164,2416,1
2748,72,5,170,0,1736,225,231,141,684,2
2676,140,25,95,43,1588,247,223,88,2550,2
3215,209,11,192,32,2382,212,250,172,720,1
2982,203,12,150,20,5523,214,251,170,2557,1
3254,20,14,633,90,2711,209,210,135,3442,1
3335,233,12,162,43,2831,200,251,186,967,1
3206,49,20,210,36,5431,224,193,95,1561,2
3348,78,21,201,63,1802,242,197,76,1819,1
3259,141,18,309,93,845,244,232,110,1991,1
2850,206,27,134,41,1351,191,252,181,2701,5
3072,82,14,212,31,1195,239,214,102,1302,1
3168,48,17,150,48,5381,224,200,104,2580,2
3171,216,18,85,19,1542,199,254,186,4383,1
3050,322,16,182,18,1140,179,223,183,2239,2
2783,5,23,150,41,2940,184,190,137,547,2
2901,68,25,95,24,4970,236,182,62,180,2
2626,51,19,384,83,997,226,197,98,1579,2
3139,66,13,285,36,3396,232,214,111,4830,2
2765,334,6,150,10,1040,206,232,164,993,1
2629,168,10,42,1,1260,228,244,147,1583,2
2949,330,9,641,43,5578,199,229,170,2037,2
2884,237,24,85,25,2769,169,252,213,2296,2
3011,96,9,67,12,994,235,227,123,2773,1
3282,11,10,234,43,3481,210,221,147,2496,1
2494,63,4,240,17,908,224,231,143,4194,2
2899,316,17,180,43,2925,174,224,189,2323,2
2459,83,24,180,72,797,245,189,60,1233,3
3003,298,9,85,4,2349,194,237,183,1045,1
2780,353,8,60,6,3309,207,227,158,2947,1
2982,80,16,270,24,3776,240,209,94,1423,2
3048,124,10,446,-9,1077,238,233,125,1463,2
3173,43,10,30,0,721,222,217,129,1455,1
2901,97,6,228,31,2133,230,231,135,2555,2
3114,317,9,270,14,713,195,232,176,1095,1
3312,47,9,0,0,2281,223,221,132,2215,1
3099,86,7,268,46,3564,230,229,132,708,2
3023,345,17,108,29,309,183,210,163,1782,1
3336,176,15,671,57,4270,226,247,149,2230,7
2781,256,20,85,32,2343,171,248,213,716,1
2920,115,20,120,-12,247,250,215,84,1103,1
3275,189,10,150,26,3305,221,248,160,1396,1
2851,72,11,390,105,1230,233,219,117,2818,2
3365,297,11,285,43,3820,190,237,186,1889,7
2946,32,12,0,0,1276,217,214,130,2283,2
3064,38,8,120,17,4357,220,222,137,2421,2
2900,12,18,0,0,5531,200,202,135,4184,2
2901,230,23,228,59,912,179,254,205,192,2
2799,79,13,283,50,1803,237,216,107,659,2
2910,35,18,582,61,2634,215,197,112,1976,2
2661,60,10,268,-38,1064,228,218,122,2284,2
3139,34,12,402,49,3443,218,213,129,3211,1
2938,152,10,256,71,4047,233,240,138,1537,2
3011,46,15,30,10,2037,224,206,113,2996,1
3206,316,22,124,0,3810,156,215,197,1634,1
2308,114,26,242,111,708,254,203,59,1598,4
3083,36,7,134,-1,1252,220,225,141,1561,1
2349,57,10,0,0,1275,227,220,126,592,4
2668,208,18,0,0,1684,204,254,180,1200,1
3369,121,13,212,9,2526,242,228,113,2490,7
2896,307,9,30,3,3362,195,235,180,1536,1
3090,310,7,366,95,2634,200,235,175,1744,2
2865,79,22,127,54,2341,243,194,70,1674,2
3275,82,10,108,21,824,235,222,118,842,1
3252,322,11,228,15,4345,193,229,176,616,1
3293,12,7,270,38,5635,213,226,150,764,1
3391,240,14,330,51,3127,192,251,195,1866,1
3175,316,15,382,78,3686,178,225,187,1463,1
3235,0,12,60,9,6026,203,218,152,454,1
2952,62,22,30,-3,457,233,189,79,1705,1
3302,0,13,495,78,2831,201,216,152,3355,7
3150,356,11,60,9,1050,202,220,155,2147,2
3198,225,5,0,0,3062,213,244,168,1341,1
2815,279,16,408,83,218,175,241,204,1931,2
3078,202,19,510,43,3071,207,253,174,1806,2
3081,133,9,323,20,1528,235,236,131,768,2
3218,41,13,731,50,3922,221,210,122,2220,1
3058,345,7,630,70,2374,207,230,161,2389,1
3098,81,21,42,7,1207,243,197,74,2304,1
3271,312,6,690,-3,2268,204,236,170,808,1
3089,47,11,240,30,1850,224,215,124,2977,1
2741,80,9,180,-8,1557,233,223,122,1921,2
2525,318,22,134,72,721,159,215,194,516,6
2829,58,8,162,6,1146,226,224,132,2694,2
3226,75,5,603,90,658,227,230,137,618,2
3460,304,12,228,39,5198,187,234,187,4080,7
3182,331,23,376,82,3463,161,206,181,3309,1
2750,233,5,30,0,1500,212,244,169,1064,1
3295,121,10,85,7,1476,237,232,125,3421,2
3206,134,15,726,97,2877,242,232,116,3085,2
3148,324,17,532,9,2080,175,220,183,451,1
2962,261,19,175,41,5831,171,246,212,1355,2
2797,194,32,240,2,1998,197,246,161,1471,2
2382,57,19,60,7,540,229,196,92,503,3
3277,347,13,212,29,484,194,218,162,1142,2
2978,3,17,750,109,2372,195,206,146,1445,2
3119,351,12,30,7,3004,199,220,159,2216,1
3212,121,19,67,12,4554,248,221,93,3690,1
3058,40,7,120,13,3221,221,224,138,1368,1
2803,308,3,0,0,2221,212,237,164,2223,1
3234,31,13,577,59,3536,216,210,128,4254,1
2771,350,21,153,65,2955,178,200,158,1852,2
2428,48,6,270,38,900,223,226,139,912,3
3114,3,17,210,2,2781,195,205,145,1114,1
2909,102,12,201,35,4326,239,225,114,3367,1
2687,70,12,30,-1,1860,233,215,112,1131,2
3171,288,2,420,34,2014,213,239,164,698,1
3281,258,19,362,60,3220,171,247,213,1218,2
3230,136,13,295,70,1663,240,235,122,1503,1
2706,82,12,295,20,1138,236,219,113,2032,2
3111,112,5,180,-10,1822,229,234,139,2270,2
3072,309,7,454,29,541,202,236,173,633,2
2528,81,11,0,0,342,235,219,114,1632,6
2962,52,19,216,53,4554,226,195,95,4559,1
2915,2,20,339,90,2178,188,198,144,1706,1
3159,67,23,598,-15,4034,235,188,73,4231,1
3113,23,22,324,27,3218,201,188,115,3145,1
3137,172,17,351,66,201,229,246,143,721,2
2896,286,15,30,8,3092,175,238,202,2431,2
3006,67,14,339,29,1087,233,211,107,2250,2
3090,86,3,60,-1,3971,224,234,145,1218,1
2719,87,9,42,4,2537,233,226,125,2030,2
2870,57,16,30,-1,485,229,206,105,1697,2
2815,12,14,591,87,3062,205,211,141,1450,2
3105,299,10,134,19,85,193,237,184,1158,1
2813,299,15,510,52,1926,178,233,195,1980,5
2946,16,14,30,3,3892,208,211,138,1209,2
3373,188,9,400,-19,3207,221,247,159,216,1
3179,320,4,601,62,765,210,236,164,2032,1
3150,89,10,300,54,1106,235,224,120,1110,1
2983,187,16,648,40,2922,220,250,158,2268,2
3152,81,13,384,85,3153,237,216,107,3121,1
2768,139,13,420,7,1575,239,236,124,1124,3
3037,143,18,270,16,1176,243,234,113,1243,2
2969,91,12,30,8,1980,238,222,113,2591,1
3002,10,15,127,41,1401,202,208,141,1354,2
2894,101,22,150,92,2280,250,204,71,1663,2
2945,102,16,30,13,4756,245,217,95,2430,1
3239,23,5,30,1,3129,217,228,148,2825,7
2652,159,13,190,18,2175,233,242,137,2509,3
2640,41,18,120,29,1852,219,199,108,4500,2
2899,161,16,228,50,3132,234,242,133,3301,2
3171,359,15,201,45,592,196,211,151,1921,1
2838,175,13,216,61,1871,227,247,149,2148,2
3184,346,4,60,4,4452,212,233,159,900,1
3177,285,5,150,1,4999,207,240,172,2508,1
3299,310,20,301,78,2023,162,222,198,2109,2
2813,76,10,30,4,2173,233,220,118,2531,2
2750,63,22,120,44,150,233,189,77,499,1
2412,11,7,0,0,408,213,225,150,1291,4
3256,76,25,150,37,2568,241,186,60,376,7
2657,0,15,85,15,2336,197,211,150,1008,2
2697,150,13,242,29,1530,236,239,130,769,2
2773,33,14,638,106,684,216,209,125,1195,2
3054,229,14,108,28,1661,199,252,188,1350,1
3206,52,17,488,45,1271,226,202,103,1800,1
3229,49,9,120,20,5313,224,220,129,524,1
3377,87,16,60,18,3494,242,212,96,2495,7
3027,248,16,309,108,2925,184,250,202,1919,2
2878,158,8,30,6,3217,229,242,146,2758,2
2916,203,18,342,30,1634,208,253,174,1585,2
3318,11,14,306,15,5541,204,211,142,870,1
3014,136,19,234,56,2395,246,229,104,700,2
3224,80,12,516,52,4460,236,219,113,2565,1
3139,157,8,90,6,918,229,241,145,2192,1
3216,204,16,792,126,400,210,253,174,2768,2
3434,165,11,67,11,1248,230,244,143,1087,7
2802,182,21,120,7,1889,221,248,149,1350,2
2943,28,13,212,35,2161,215,212,132,511,2
2499,181,11,85,18,1080,224,247,155,4575,2
2596,15,7,300,6,1719,214,225,148,1997,2
2987,279,19,42,17,1495,165,239,212,1332,2
3065,164,4,120,10,828,224,241,152,1476,2
2952,155,16,277,13,5858,237,240,127,3456,2
3082,356,15,234,34,1355,195,212,154,1500,2
3158,95,13,85,8,2449,241,220,106,2989,1
2881,118,11,175,31,2888,240,230,118,2355,2
2320,150,8,404,139,1200,231,240,141,1181,4
2814,327,10,201,9,2363,196,229,173,2469,2
3166,327,19,510,0,726,170,215,183,1758,1
2651,96,17,124,38,2284,245,214,92,2431,3
3173,52,14,382,35,938,226,209,113,2092,1
2572,37,16,150,64,1328,218,203,117,1681,6
2676,62,17,30,7,1622,232,202,97,1315,2
3198,26,9,534,66,3098,216,220,140,3662,1
3295,183,15,134,27,3412,223,249,155,503,1
3162,231,19,525,96,6019,187,254,199,1816,2
2608,19,16,351,119,2048,207,205,132,633,2
3051,104,10,424,-4,1071,237,228,121,1489,2
3203,289,17,268,34,4059,169,235,206,2171,1
2644,329,24,60,25,1332,155,203,184,1852,6
3117,132,17,240,4,750,245,228,105,1717,1
2946,40,16,543,50,666,220,204,114,1785,2
3152,65,9,120,13,2928,229,222,126,3526,1
3146,61,7,90,-1,5430,226,225,133,2210,2
3125,249,16,600,85,6004,184,250,202,1650,2
3057,354,16,618,49,3948,192,211,155,2493,2
2691,114,16,150,53,967,246,222,99,1116,2
2978,69,14,525,13,4512,234,211,106,2998,1
2500,118,13,85,18,1142,242,228,114,4568,2
2870,302,6,450,58,2232,204,237,173,1825,2
2945,26,9,256,-6,750,216,220,140,1584,1
2765,25,9,595,87,2639,216,221,141,1648,2
3350,3,15,67,18,4412,198,210,148,4097,7
2956,162,2,124,1,1248,220,239,155,242,2
2702,135,12,30,-2,1455,239,235,124,2445,2
3222,353,11,631,89,3127,200,220,158,2833,2
2454,245,21,192,41,190,173,251,212,395,3
3010,22,17,85,4,5145,207,202,127,2647,2
2906,110,10,242,46,3233,238,229,120,2746,2
3001,90,8,402,62,6214,233,227,127,3852,1
2725,225,30,361,95,3082,165,251,208,1749,2
2565,114,11,0,0,1426,240,229,118,1260,3
2804,305,20,0,0,4949,160,224,203,4694,2
3178,135,1,283,26,6149,220,238,154,1006,1
2656,147,15,30,0,1999,239,237,124,2748,2
3224,135,5,60,0,3137,229,238,143,2191,7
2741,104,15,30,5,1507,244,220,101,2461,2
2645,50,18,190,21,1710,225,197,99,2118,2
2834,53,11,150,10,1862,227,215,121,2634,2
2809,95,11,0,0,1398,238,224,116,2638,1
2830,350,27,258,38,1224,160,183,154,1722,2
2969,49,16,150,12,633,225,204,109,2557,2
2557,94,3,551,11,1026,224,234,145,1249,3
3092,63,7,42,9,5248,227,225,132,912,1
3115,332,14,67,10,1976,187,222,174,1889,2
3174,152,5,0,0,2180,226,240,149,4102,1
2623,104,15,242,55,1191,245,219,99,1396,2
2955,75,22,247,43,872,241,192,71,765,2
2986,72,20,330,19,551,238,198,82,510,1
2590,1,22,285,72,1019,183,193,143,1752,2
2416,90,14,30,8,960,240,218,105,1182,3
2675,26,14,182,53,1861,213,209,130,4442,2
3113,274,11,192,0,1328,192,243,191,1806,2
3254,331,7,218,19,1642,203,231,167,1050,1
3137,201,14,180,34,2291,213,252,170,819,2
3127,12,6,210,26,2147,214,228,151,2107,1
3222,119,9,395,66,1262,235,233,128,1831,1
3322,144,6,283,54,3146,230,239,143,636,1
2962,0,6,85,17,4497,211,228,155,3632,1
2919,138,17,60,-2,4384,244,232,110,4508,1
2389,298,14,67,29,1249,180,234,194,834,6
2413,63,4,300,22,459,224,231,143,765,3
2982,113,5,499,61,5280,230,234,138,2831,2
2929,45,1,0,0,5642,219,235,153,1523,2
3021,162,16,360,42,1677,234,242,134,1276,2
2939,348,18,30,8,1358,183,208,161,2402,1
3022,86,15,270,-19,600,240,215,101,1062,1
3108,240,25,240,77,2322,165,251,216,1664,2
3054,97,11,649,33,3840,238,224,116,4548,2
3023,114,6,277,53,2310,232,233,135,601,1
2979,133,8,242,65,3681,233,236,135,2770,2
3396,275,21,417,48,666,158,239,219,1080,1
2860,218,23,134,49,3287,188,254,193,1674,2
2638,120,17,85,27,1842,247,224,100,4752,2
2928,44,19,216,58,1861,221,196,103,2995,2
2869,78,8,90,25,720,231,226,128,306,2
2949,143,14,162,41,2012,239,236,124,1006,2
2841,331,9,67,4,2919,200,230,169,4030,2
3315,342,19,404,81,4524,177,207,167,1216,1
2623,29,6,127,8,3319,218,227,145,2791,1
3143,168,10,212,21,2233,228,244,147,702,2
3126,203,8,769,119,6258,216,247,166,1390,2
2795,10,15,192,52,1610,202,208,141,2630,2
3287,47,8,124,29,4250,223,223,134,752,1
3160,28,11,228,34,2086,216,215,134,2787,1
3038,309,10,60,5,2858,193,234,180,2730,1
2613,187,12,270,42,2750,221,249,159,2037,2
3175,14,10,309,69,930,210,218,144,2135,1
2777,89,17,60,-16,1879,243,211,91,1561,2
3265,197,11,371,42,3163,217,250,166,892,2
2818,11,9,430,61,3183,211,222,148,1288,2
3172,349,11,30,8,1492,199,221,160,2405,1
2923,73,9,351,-4,836,230,223,126,2345,2
2949,328,6,134,8,5521,205,233,167,2138,1
2972,217,5,666,-48,1414,215,245,167,1661,2
2429,310,20,30,8,1230,163,223,198,297,6
2962,333,3,150,13,1834,212,235,161,108,2
2871,209,13,150,8,2340,209,252,176,2356,2
3036,90,1,212,28,2858,220,237,153,417,1
2914,91,18,90,-15,560,245,208,86,2257,2
2597,38,13,600,10,1168,219,210,123,3956,2
3022,89,12,42,-7,939,239,220,109,1230,1
3287,276,13,30,5,2984,185,242,197,721,1
3027,35,21,361,105,4853,212,188,103,3207,1
2820,35,10,150,34,2368,219,219,135,3262,2
3197,346,10,90,15,5341,200,223,162,939,1
3038,306,6,201,9,1253,203,237,173,2706,2
3188,109,19,443,96,339,249,215,87,3948,2
3165,81,7,366,23,3108,230,227,129,4838,1
2524,57,11,365,11,1107,228,217,121,4085,2
2990,302,10,108,18,742,191,235,184,2714,2
2751,108,4,67,10,2308,226,235,144,1501,2
3108,106,20,150,31,3909,249,211,81,2195,1
2845,155,12,108,25,2291,234,241,136,2812,2
3327,63,9,60,4,2806,228,222,127,2416,7
2457,319,22,240,79,674,157,213,193,451,6
3057,76,9,60,-14,926,231,224,126,1206,1
3124,132,6,469,47,212,229,237,141,1672,2
2364,340,24,42,12,765,163,197,169,1128,6
2803,13,9,42,2,1130,212,222,148,2083,2
3410,331,12,631,118,2542,192,225,172,1262,1
3276,263,4,390,50,5518,210,241,170,1550,1
3077,221,13,120,16,2804,204,252,182,497,1
3201,281,15,335,26,541,177,240,203,1129,2
3352,270,6,162,13,1114,205,242,176,2058,1
3238,81,3,0,0,3139,223,234,146,2866,7
2779,129,22,60,-9,2850,249,221,89,1530,2
3291,140,22,95,-30,616,246,227,97,3842,2
3155,131,22,234,37,3612,249,222,89,234,1
3193,50,11,30,5,3027,225,217,125,4053,1
2716,29,5,382,1,1024,218,229,147,1199,2
2542,67,7,0,0,902,228,226,132,698,1
3388,85,8,175,12,2868,232,227,128,2109,1
2933,114,9,153,20,3650,235,232,128,4447,2
3064,355,14,85,21,2821,197,215,155,2232,1
3066,152,10,0,0,390,233,240,137,693,2
2519,92,23,331,69,888,248,199,67,541,3
3127,178,8,256,31,5407,224,245,155,767,1
2935,119,27,228,101,890,254,205,61,1130,2
3101,13,3,270,16,1413,216,233,154,1436,2
3305,345,7,376,134,5261,206,229,161,1351,2
3397,6,7,484,112,1187,212,226,152,2816,1
2483,76,18,42,10,454,239,205,90,1448,3
2484,316,13,134,18,1325,184,228,183,842,3
2894,127,12,134,17,626,240,232,121,1891,2
3278,209,9,417,55,3030,214,248,170,3000,2
3102,55,9,42,-10,2106,226,221,128,2461,1
2927,136,15,212,53,1500,242,233,115,2075,2
3105,0,9,301,88,1448,206,222,154,1101,2
3142,48,21,706,-32,4137,223,189,90,4108,1
3064,54,11,430,16,3079,226,217,123,258,1
3031,90,15,391,64,4370,242,215,99,1812,2
2760,330,24,124,7,1379,155,202,183,1879,6
3059,94,10,560,62,2862,236,226,120,976,1
2415,308,5,0,0,342,205,237,171,234,2
2578,6,11,175,15,1172,206,218,149,2497,2
3302,33,14,690,22,3097,216,209,125,912,1
2568,229,10,255,40,853,206,249,180,1374,3
3195,155,13,806,-11,1040,235,241,133,2190,2
2982,63,8,270,-12,4332,227,224,131,2320,2
2819,182,25,90,38,992,218,246,146,3074,5
2464,73,17,300,106,750,238,204,91,1298,6
2812,156,3,330,39,2363,223,239,152,2822,2
3113,313,10,60,8,1556,194,233,179,819,1
2756,162,12,0,0,3082,232,243,140,1409,2
2754,22,19,90,13,1521,205,197,123,1380,1
2776,278,12,258,41,1463,188,242,193,2380,2
2948,6,9,30,4,3556,210,223,151,1798,2
3037,150,11,67,-3,5210,235,240,134,1734,1
2805,96,14,95,23,968,241,219,105,2249,2
2955,124,7,258,41,3628,232,235,136,1549,2
2755,86,19,67,16,953,244,204,81,1410,5
3330,117,10,153,8,1931,237,231,124,3294,7
2952,330,7,134,33,1561,204,232,167,726,2
2991,30,11,170,19,4680,216,215,133,2525,1
2715,294,17,60,5,1395,172,234,202,1471,2
2979,90,3,0,0,1979,224,234,146,3913,1
3122,72,18,42,5,4781,237,204,91,2946,1
2966,149,7,95,-3,1376,229,240,143,616,2
2693,45,12,124,19,150,223,214,123,2226,5
2619,185,13,0,0,1952,222,249,158,993,1
2687,256,10,127,26,1034,196,247,189,1663,2
3031,348,15,518,-8,3330,190,214,161,900,2
3021,240,17,95,53,2799,185,252,202,212,2
3190,214,5,420,58,1104,215,245,167,1937,2
2999,15,7,240,10,1579,214,226,149,1777,2
3231,109,9,108,10,3800,236,230,124,3425,1
3057,108,11,404,-1,283,239,227,118,1434,2
3048,295,15,150,19,1544,178,235,197,309,2
2919,65,23,362,137,1338,235,187,73,2132,2
2534,80,5,67,3,2543,227,230,137,2454,6
3238,41,9,240,-12,666,221,221,134,2315,1
3158,8,7,0,0,564,212,226,152,895,2
3012,62,17,60,1,997,232,203,98,1019,1
2975,238,14,90,13,3216,193,251,194,1319,1
2887,54,6,30,2,1530,224,227,138,2068,2
3211,17,13,553,94,1031,208,212,139,2279,1
3008,202,9,108,13,5661,216,249,167,2483,1
2726,169,5,210,18,1194,224,242,153,2290,2
3204,248,5,258,-16,6150,209,244,173,1380,2
2582,100,9,212,42,990,236,227,122,484,2
3042,45,4,150,20,2103,221,231,146,1320,2
2876,133,11,150,14,3209,238,235,125,2080,2
2640,102,8,360,6,598,234,230,128,1507,2
3017,87,4,0,0,1736,226,233,142,1761,2
3081,336,15,268,-31,2308,186,219,171,607,1
2993,315,20,540,139,5013,162,219,195,404,2
3301,242,5,90,6,1266,211,243,170,1489,7
3216,284,8,90,13,4705,198,240,181,524,1
3043,9,12,120,26,1234,206,215,146,2777,1
3212,187,17,351,58,3345,220,250,158,882,1
2666,219,7,0,0,1638,212,247,171,1269,1
2744,96,20,60,-2,3036,247,208,80,1371,2
3178,315,8,631,3,3886,199,234,174,4101,1
2886,184,12,216,71,3852,222,248,157,1463,2
3353,307,14,212,31,3686,180,231,190,1764,1
3138,129,3,268,5,1146,225,237,147,2023,1
3255,75,14,618,21,1350,236,213,104,2170,1
3239,159,19,551,107,531,236,240,126,4725,2
3238,107,20,153,40,1660,250,212,81,2876,1
3102,36,8,210,13,1572,220,222,138,2944,1
2696,4,7,433,65,1310,211,226,153,1514,2
3133,166,25,180,9,3126,232,239,122,892,2
3432,35,11,240,93,1794,219,215,130,1124,7
3103,297,3,30,-2,3602,210,238,166,4061,1
3178,31,11,180,19,1465,217,216,133,693,7
2744,258,18,90,41,2105,173,247,211,134,2
2731,100,11,30,1,2670,238,226,118,2037,2
3050,310,16,331,-18,1999,174,227,192,2305,2
2870,24,20,85,27,1660,205,194,120,2546,2
3310,330,15,301,-21,1513,183,220,176,2030,1
3304,87,13,390,-25,1443,239,218,108,2110,1
2613,340,18,85,13,1514,180,212,169,1230,2
2743,18,5,0,0,3743,216,230,151,1182,1
2812,55,11,150,48,1747,227,216,121,1321,2
2888,155,7,592,60,3540,228,241,146,3078,2
3174,306,4,175,8,5025,208,237,168,2642,1
2339,83,4,30,6,443,225,233,143,1409,6
3239,292,15,362,48,1388,176,236,199,2249,1
3382,186,18,242,27,1867,219,250,157,3735,1
3081,218,10,124,20,2817,209,250,177,470,1
3055,148,13,90,-1,497,237,238,129,1310,1
3171,352,12,190,42,3221,199,220,158,2418,1
2972,66,3,67,5,4652,222,233,147,1812,2
2441,248,26,216,39,201,156,248,223,466,3
2913,202,9,421,33,3643,216,249,167,3926,2
2668,155,17,192,24,977,238,239,125,573,3
3115,35,18,474,131,1595,216,199,113,3515,1
3203,167,11,283,26,2188,229,244,145,1722,2
3012,297,8,366,-22,1790,196,238,181,1651,2
2904,102,23,309,99,2769,251,202,66,1104,2
3287,356,13,366,66,3446,198,216,155,2639,1
2798,191,4,234,26,2256,219,242,159,2783,2
2667,52,9,277,46,1101,225,221,130,940,3
3122,83,8,268,41,1366,232,226,127,2779,1
3310,214,7,541,83,3830,213,247,170,2366,1
3181,168,9,120,11,626,228,244,148,1283,1
3161,259,11,134,22,2641,193,246,192,604,2
2967,118,6,658,54,4128,230,235,138,4619,2
2779,187,23,443,103,3438,215,249,155,1664,2
3301,135,4,30,1,2430,226,238,146,408,7
2821,49,16,108,29,2335,225,204,109,3081,2
2989,278,9,162,11,2836,196,242,185,531,1
3239,119,12,390,104,4173,240,229,117,1253,2
2922,53,20,67,23,2148,227,193,91,1590,1
2959,339,7,120,18,2148,206,231,163,480,1
3117,83,8,127,9,5287,232,226,127,860,2
3021,240,18,42,0,5741,184,252,202,2553,1
3162,25,11,335,26,2804,215,216,137,1406,1
2500,0,5,30,2,255,212,230,156,618,2
2978,244,10,30,5,2021,200,248,186,488,2
3084,299,15,258,-36,2058,178,233,195,2230,2
2905,27,16,342,103,1318,212,204,125,2785,2
2309,148,21,210,111,924,243,233,110,858,3
3076,299,12,240,36,4817,187,236,189,400,2
3324,51,10,150,-11,3734,225,219,127,2553,7
2954,217,33,150,76,1271,166,249,198,2769,1
3070,21,3,0,0,1707,217,232,152,1804,2
3232,135,3,366,19,5552,224,238,150,1289,1
2619,105,5,330,7,794,228,234,140,845,2
3195,42,6,569,99,1505,221,226,140,2461,1
3232,45,5,301,19,6205,222,228,142,872,1
3211,153,10,513,36,4245,232,241,139,2725,1
2890,52,11,108,10,3170,226,217,124,4469,2
2645,72,11,190,34,1727,233,218,116,4848,2
2648,55,19,390,63,1063,228,196,93,1595,2
3429,136,27,256,2,2544,250,218,78,1050,7
3349,17,9,551,110,3182,213,222,145,2583,1
2952,54,4,85,0,4609,222,231,144,2290,5
3113,76,23,319,67,3264,241,191,68,655,1
3236,248,8,598,2,433,204,246,180,824,2
2864,119,9,108,5,2103,235,233,128,2630,2
3194,96,11,90,22,5072,237,225,117,785,1
2789,66,22,313,136,330,235,190,75,1680,5
2555,44,18,350,112,1015,221,197,104,1082,2
2802,116,7,437,14,940,233,233,133,1266,2
2934,2,12,150,21,713,204,217,151,1909,1
2515,252,17,127,50,649,179,249,206,1032,3
3016,114,11,85,-13,927,239,229,119,1200,1
